Paths,Real labels
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Lasioglossum pallens/El.gritche/Lasioglossum pallens f - 05 IV 2023 d.jpg,Lasioglossum pallens
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Lasioglossum pallens/El.gritche/Lasioglossum pallens f - 05 IV 2023 c.jpg,Lasioglossum pallens
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Lasioglossum pallens/El.gritche/Lasioglossum pallens f - 04 IV 2023 .jpg,Lasioglossum pallens
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Lasioglossum pallens/El.gritche/Lasioglossum pallens m - 21 III 2023 b.jpg,Lasioglossum pallens
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Lasioglossum pallens/El.gritche/Lasioglossum pallens f - 05 IV 2023 b.jpg,Lasioglossum pallens
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Lasioglossum pallens/El.gritche/Lasioglossum pallens m - 15 III 2023 .jpg,Lasioglossum pallens
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Hylaeus hyalinatus/Jaco Visser/Hylaeus hyalinatus 3.jpg,Hylaeus hyalinatus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Hylaeus hyalinatus/Jaco Visser/Hylaeus hyalinatus.jpg,Hylaeus hyalinatus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Hylaeus hyalinatus/Jaco Visser/Hylaeus hyalinatus 2.jpg,Hylaeus hyalinatus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Lasioglossum morio/El.gritche/Lasioglossum morio f - 04 IV 2023 .jpg,Lasioglossum morio
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Lasioglossum morio/El.gritche/Lasioglossum morio f - 21 III 2023.jpg,Lasioglossum morio
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena lapponica/Jaco Visser/Andrena lapponica.jpg,Andrena lapponica
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Halictus quadricinctus/Rolf Nagel/Rolf Nagel-AlmyBee-21-7913-Halictus quadricinctus.jpg,Halictus quadricinctus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Megachile ericetorum/Jaco Visser/Megachile ericetorum NL 2.jpg,Megachile ericetorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Megachile ericetorum/Jaco Visser/Megachile ericetorum NL 8.jpg,Megachile ericetorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Megachile ericetorum/Jaco Visser/Megachile ericetorum NL 7.jpg,Megachile ericetorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Megachile ericetorum/Jaco Visser/Megachile ericetorum NL 3.jpg,Megachile ericetorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Megachile ericetorum/Jaco Visser/Megachile ericetorum NL 6.jpg,Megachile ericetorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Megachile ericetorum/Jaco Visser/Megachile ericetorum NL 4.jpg,Megachile ericetorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Megachile ericetorum/Jaco Visser/Megachile ericetorum NL.jpg,Megachile ericetorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Megachile ericetorum/Jaco Visser/Megachile ericetorum NL 5.jpg,Megachile ericetorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena clarkella/Jaco Visser/Andrena clarkella .jpg,Andrena clarkella
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena clarkella/Jaco Visser/Andrena clarkella_ f 4.jpg,Andrena clarkella
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena clarkella/Jaco Visser/Andrena clarkella_ f 2.jpg,Andrena clarkella
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena clarkella/Jaco Visser/Andrena clarkella_ f.jpg,Andrena clarkella
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena clarkella/Jaco Visser/Andrena clarkella 2.jpg,Andrena clarkella
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena clarkella/Jaco Visser/Andrena clarkella_ f 3.jpg,Andrena clarkella
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Anthophora furcata/Jaco Visser/Anthophora furcata .jpg,Anthophora furcata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena semilaevis/Jaco Visser/Andrena semilaevis b.jpg,Andrena semilaevis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena semilaevis/Jaco Visser/Andrena semilaevis.jpg,Andrena semilaevis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena semilaevis/Jaco Visser/Andrena semilaevis c.jpg,Andrena semilaevis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Melitta haemorrhoidalis/Jaco Visser/Melitta haemorrhoidalis f-repTcheque.jpg,Melitta haemorrhoidalis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Melitta haemorrhoidalis/Jaco Visser/Melitta haemorrhoidalis f-repTcheque-2.jpg,Melitta haemorrhoidalis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Melitta haemorrhoidalis/Jaco Visser/Melitta haemorrhoidalis f-repTcheque-3.jpg,Melitta haemorrhoidalis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Anthidium manicatum/Jaco Visser/Anthidium manicatum 1b.jpg,Anthidium manicatum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Anthidium manicatum/Jaco Visser/Anthidium manicatum 1g.jpg,Anthidium manicatum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Anthidium manicatum/Jaco Visser/Anthidium manicatum 1c.jpg,Anthidium manicatum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Anthidium manicatum/Jaco Visser/Anthidium manicatum 1d.jpg,Anthidium manicatum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Anthidium manicatum/Jaco Visser/Anthidium manicatum 1.jpg,Anthidium manicatum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Anthidium manicatum/Jaco Visser/Anthidium manicatum.jpg,Anthidium manicatum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Anthidium manicatum/Jaco Visser/Anthidium manicatum 1e.jpg,Anthidium manicatum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Anthidium manicatum/Jaco Visser/Anthidium manicatum b.jpg,Anthidium manicatum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Anthidium manicatum/Jaco Visser/Anthidium manicatum 1f.jpg,Anthidium manicatum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Anthidium manicatum/Jaco Visser/Anthidium manicatum c.jpg,Anthidium manicatum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Anthidium manicatum/Jaco Visser/Anthidium manicatum 1h.jpg,Anthidium manicatum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena hattorfiana/Jaco Visser/Andrena hattorfiana female.jpg,Andrena hattorfiana
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena hattorfiana/Jaco Visser/Andrena hattorfiana.jpg,Andrena hattorfiana
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena hattorfiana/Jaco Visser/Andrena hattorfiana b.jpg,Andrena hattorfiana
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena hattorfiana/Jaco Visser/Andrena hattorfiana c.jpg,Andrena hattorfiana
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Hylaeus confusus/Jaco Visser/Hylaeus confusus_ m NL.jpg,Hylaeus confusus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena pandellei/El.gritche/Andrena pandellei f - 29 IV 2022 .jpg,Andrena pandellei
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena pandellei/El.gritche/Andrena pandellei f - 29 IV 2022 c .jpg,Andrena pandellei
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena pandellei/El.gritche/Andrena pandellei f - 29 IV 2022 b .jpg,Andrena pandellei
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena ventralis/Jaco Visser/Andrena ventralis_ f Belgium.jpg,Andrena ventralis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena ventralis/Jaco Visser/Andrena ventralis_ f 6.jpg,Andrena ventralis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena ventralis/Jaco Visser/Andrena ventralis_ f 4.jpg,Andrena ventralis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena ventralis/Jaco Visser/Andrena ventralis_ f5.jpg,Andrena ventralis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena ventralis/Jaco Visser/Andrena ventralis_ f 3.jpg,Andrena ventralis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena ventralis/Jaco Visser/Andrena ventralis_ f.jpg,Andrena ventralis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena ventralis/Jaco Visser/Andrena ventralis_ f 7.jpg,Andrena ventralis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena ventralis/Jaco Visser/Andrena ventralis .jpg,Andrena ventralis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena ventralis/Jaco Visser/Andrena ventralis_ f 2.jpg,Andrena ventralis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena ventralis/Jaco Visser/Andrena ventralis_ f 8.jpg,Andrena ventralis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Nomada ruficornis/Jaco Visser/Nomada ruficornis.jpg,Nomada ruficornis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Nomada ruficornis/Rolf Nagel/Rolf Nagel-AlmyBee-19-0265-Nomada rruficornis.jpg,Nomada ruficornis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Nomada bifasciata/Jaco Visser/Nomada bifasciata Belgium.jpg,Nomada bifasciata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Nomada bifasciata/Jaco Visser/Nomada bifasciata Belgium 2.jpg,Nomada bifasciata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Thyreus histrionicus/Rolf Nagel/Rolf Nagel-AlmyBee-22-2278-Thyreus histrionicus.jpg,Thyreus histrionicus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Thyreus histrionicus/Rolf Nagel/Rolf Nagel-AlmyBee-22-2287-Thyreus histrionicus.jpg,Thyreus histrionicus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Colletes daviesanus/Jaco Visser/Colletes daviesanus.jpg,Colletes daviesanus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Colletes daviesanus/Rolf Nagel/Rolf Nagel-AlmyBee-20-6285-Colletes daviesanus.jpg,Colletes daviesanus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Colletes daviesanus/Rolf Nagel/Rolf Nagel-AlmyBee-21-3878-Colletes daviesanus.jpg,Colletes daviesanus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Colletes daviesanus/Rolf Nagel/Rolf Nagel-AlmyBee-20-6288-Colletes daviesanus.jpg,Colletes daviesanus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Panurgus banksianus/Jaco Visser/Panurgus banksianus.jpg,Panurgus banksianus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Panurgus banksianus/Jaco Visser/Panurgus banksianus NL 2.jpg,Panurgus banksianus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena mitis/Jaco Visser/Andrena mitis_ f Belgium - 2.jpg,Andrena mitis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena mitis/Jaco Visser/Andrena mitis .jpg,Andrena mitis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena mitis/Jaco Visser/Andrena mitis_ f Belgium.jpg,Andrena mitis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena mitis/Jaco Visser/Andrena mitis NL 2.jpg,Andrena mitis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena propinqua/El.gritche/Andrena propinqua f - 15 III 2023 .jpg,Andrena propinqua
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena propinqua/El.gritche/Andrena propinqua f - 19 III 2023 b .jpg,Andrena propinqua
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena propinqua/El.gritche/Andrena propinqua f - 22 III 2023 c.jpg,Andrena propinqua
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena propinqua/El.gritche/Andrena propinqua f - 22 III 2023 .jpg,Andrena propinqua
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena propinqua/El.gritche/Andrena propinqua f - 19 III 2023 .jpg,Andrena propinqua
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena propinqua/El.gritche/Andrena propinqua f - 22 III 2023 b.jpg,Andrena propinqua
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Colletes similis/Rolf Nagel/Rolf Nagel-AlmyBee-21-7471-Colletes similis.jpg,Colletes similis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Nomada succincta/Jaco Visser/Nomada succincta Belgium.jpg,Nomada succincta
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Nomada succincta/Jaco Visser/Nomada succincta Belgium-2.jpg,Nomada succincta
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Nomada succincta/Jaco Visser/Nomada succincta Belgium-3.jpg,Nomada succincta
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Lasioglossum albipes/Jaco Visser/Lasioglossum albipes_ m NL.jpg,Lasioglossum albipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Lasioglossum albipes/Jaco Visser/Lasioglossum albipes_ m NL 2.jpg,Lasioglossum albipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena carantonica/Jaco Visser/Andrena carantonica.jpg,Andrena carantonica
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena carantonica/Jaco Visser/Andrena carantonica_ f NL.jpg,Andrena carantonica
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena carantonica/Jaco Visser/Andrena carantonica 2.jpg,Andrena carantonica
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena carantonica/Jaco Visser/Andrena carantonica6.jpg,Andrena carantonica
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena carantonica/Jaco Visser/Andrena carantonica b.jpg,Andrena carantonica
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena carantonica/Jaco Visser/Andrena carantonica 4.jpg,Andrena carantonica
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena carantonica/Jaco Visser/Andrena carantonica 6b.jpg,Andrena carantonica
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena carantonica/Jaco Visser/Andrena carantonica_ m NL 2.jpg,Andrena carantonica
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena carantonica/Jaco Visser/Andrena carantonica_ m NL 3.jpg,Andrena carantonica
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena carantonica/Jaco Visser/Andrena carantonica 3.jpg,Andrena carantonica
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena carantonica/Jaco Visser/Andrena carantonica_ m NL.jpg,Andrena carantonica
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena carantonica/Jaco Visser/Andrena carantonica 6.jpg,Andrena carantonica
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena carantonica/Jaco Visser/Andrena carantonica 5.jpg,Andrena carantonica
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena carantonica/Rolf Nagel/Rolf Nagel-AlmyBee-16-8013-Andrena carantonica.jpg,Andrena carantonica
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena fuscipes/Jaco Visser/Andrena fuscipes.jpg,Andrena fuscipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae_ f NL 8.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae f - NL 2.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae_ f NL 3.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae 8.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae_ female f.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae_ female b.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae_ female e.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae f - NL 5.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae e.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae 9.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae c.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae_ female. .jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae_ female g.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae m.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae m _ NL.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae_ f.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae b.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae_ female i.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae 4.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae_ f NL 2.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae d.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae_ f NL.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae_ f 3.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae f - NL 6.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae 3.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae_ f NL 6.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae 5.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae m 2.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae 6.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae f - NL.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae male b.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae_ female d.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae f - NL 8.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae .jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae_ f NL 5.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae g.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae_ f NL 7.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae f - NL 9.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae f - NL 4.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae_ f NL 9.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae male.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae (1).jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae_ female c.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae m 3.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae f - NL 7.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae male c.jpg,Andrena rosae
