Paths,Real labels
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Biastes/Biastes emarginatus/Biastes_emarginatus_male.jpeg,Biastes emarginatus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Biastes/Biastes brevicornis/Biastes_brevicornis_female.jpeg,Biastes brevicornis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Melecta/Melecta luctuosa/Seladonia_leucahenea_arenosa_female_and_Melecta_albifrons_male.jpeg,Melecta luctuosa
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Melecta/Melecta luctuosa/Melecta_luctuosa.jpeg,Melecta luctuosa
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Melecta/Melecta luctuosa/Melecta_luctuosa_male.jpeg,Melecta luctuosa
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Melecta/Melecta albifrons/Melecta_albifrons_albovaria_male.jpeg,Melecta albifrons
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Tetralonia/Tetralonia malvae/A_mixed_nesting_site_of_aculeate.jpeg,Tetralonia malvae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Tetralonia/Tetralonia malvae/Tetralonia_malvae_female.jpeg,Tetralonia malvae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Tetraloniella/Tetraloniella fulvescens/Tetralonia_fulvescens_male.jpeg,Tetraloniella fulvescens
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Tetraloniella/Tetraloniella fulvescens/Tetraloniella_fulvescens_male.jpeg,Tetraloniella fulvescens
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Tetraloniella/Tetraloniella fulvescens/So_move_-_Tetralonia_fulvescens_female.jpeg,Tetraloniella fulvescens
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Tetraloniella/Tetraloniella fulvescens/Tetralonia_fulvescens_female.jpeg,Tetraloniella fulvescens
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Tetraloniella/Tetraloniella pollinosa/Tetralonia_pollinosa_female.jpeg,Tetraloniella pollinosa
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Tetraloniella/Tetraloniella pollinosa/Tetraloniella_pollinosa_male.jpeg,Tetraloniella pollinosa
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Tetraloniella/Tetraloniella pollinosa/Tetralonia_pollinosa_male.jpeg,Tetraloniella pollinosa
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Tetraloniella/Tetraloniella strigata/Tetraloniella_strigata_male.jpeg,Tetraloniella strigata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Tetraloniella/Tetraloniella strigata/Tetraloniella_strigata_female.jpeg,Tetraloniella strigata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Tetraloniella/Tetraloniella strigata/Tetralonia_strigata_male.jpeg,Tetraloniella strigata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Tetraloniella/Tetraloniella nana/Tetralonia_nana_female.jpeg,Tetraloniella nana
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Tetraloniella/Tetraloniella nana/Tetralonia_nana_male.jpeg,Tetraloniella nana
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Tetraloniella/Tetraloniella nana/_DGE2799.jpeg,Tetraloniella nana
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Tetraloniella/Tetraloniella nana/_DGE2802.jpeg,Tetraloniella nana
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Tetraloniella/Tetraloniella nana/_DGE2790.jpeg,Tetraloniella nana
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Tetraloniella/Tetraloniella nana/_DGE2800.jpeg,Tetraloniella nana
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Tetraloniella/Tetraloniella salicariae/Tetraloniella_salicariae_female.jpeg,Tetraloniella salicariae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Tetraloniella/Tetraloniella salicariae/Tetralonia_salicariae_female.jpeg,Tetraloniella salicariae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Tetraloniella/Tetraloniella salicariae/Tetralonia_salicariae_male.jpeg,Tetraloniella salicariae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Tetraloniella/Tetraloniella salicariae/Tetraloniella_salicariae_male.jpeg,Tetraloniella salicariae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Tetraloniella/Tetraloniella alticincta/Tetraloniella_alticincta_male.jpeg,Tetraloniella alticincta
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Tetraloniella/Tetraloniella alticincta/Tetralonia_alticincta_female.jpeg,Tetraloniella alticincta
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Tetraloniella/Tetraloniella alticincta/Tetralonia_alticincta_female_-_My_garden_is_rich.jpeg,Tetraloniella alticincta
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Tetraloniella/Tetraloniella dentata/Tetraloniella_dentata_female.jpeg,Tetraloniella dentata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Tetraloniella/Tetraloniella dentata/Tetralonia_dentata_male.jpeg,Tetraloniella dentata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Tetraloniella/Tetraloniella dentata/Tetraloniella_dentata_male.jpeg,Tetraloniella dentata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Tetraloniella/Tetraloniella dentata/Tetralonia_dentata_female.jpeg,Tetraloniella dentata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Apis/Apis mellifera/Apis_mellifera_worker.jpeg,Apis mellifera
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Habropoda/Habropoda tarsata/Habropoda_tarsata_mâle.jpeg,Habropoda tarsata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Habropoda/Habropoda tarsata/Habropoda_tarsata_male.jpeg,Habropoda tarsata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Habropoda/Habropoda tarsata/Mercury_reyes_-_Habropoda_tarsata_male.jpeg,Habropoda tarsata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Pasites/Pasites maculatus/Pasites_maculatus.jpeg,Pasites maculatus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Pasites/Pasites maculatus/Pasites_maculatus_males.jpeg,Pasites maculatus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Pasites/Pasites maculatus/Pasites_maculatus_female.jpeg,Pasites maculatus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Ammobates/Ammobates punctatus/Ammobates_punctatus_female.jpeg,Ammobates punctatus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Ammobates/Ammobates punctatus/Ammobates_punctatus_male.jpeg,Ammobates punctatus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Xylocopa/Xylocopa valga/Xylocopa_valga_female.jpeg,Xylocopa valga
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Xylocopa/Xylocopa valga/Xylocopa_valga_male.jpeg,Xylocopa valga
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Xylocopa/Xylocopa violacea/Xylocopa_violacea_female.jpeg,Xylocopa violacea
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Xylocopa/Xylocopa violacea/Bellevue_airport_-_Xylocopa_violacea_male.jpeg,Xylocopa violacea
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Xylocopa/Xylocopa violacea/Xylocopa_sp_male.jpeg,Xylocopa violacea
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Xylocopa/Xylocopa violacea/Xylocopa_violacea_male.jpeg,Xylocopa violacea
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Xylocopa/Xylocopa violacea/Carfornicassone.jpeg,Xylocopa violacea
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Xylocopa/Xylocopa iris/Xylocopa_iris_male_used.jpeg,Xylocopa iris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Xylocopa/Xylocopa iris/Xylocopa_iris_female.jpeg,Xylocopa iris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Nomada/Nomada baccata/I'm_irritate_too.jpeg,Nomada baccata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Nomada/Nomada baccata/release_II_!.jpeg,Nomada baccata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Nomada/Nomada baccata/The_gold_palm_of_Cannes_-_film_of_the_years_-_Nomada_baccata_female_vs_all_the_others.jpeg,Nomada baccata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Nomada/Nomada baccata/Oh_Oh_!!!_it's_the_nest_of_Andrena_barbilabris.jpeg,Nomada baccata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Nomada/Nomada baccata/I_try.jpeg,Nomada baccata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Nomada/Nomada baccata/Shit_!!!_I_met_someone.jpeg,Nomada baccata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Nomada/Nomada baccata/release_I_!.jpeg,Nomada baccata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Nomada/Nomada baccata/test_to_enter.jpeg,Nomada baccata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Nomada/Nomada baccata/I'm_irritate.jpeg,Nomada baccata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Nomada/Nomada sp/Nomada_sp.jpeg,Nomada sp
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Nomada/Nomada basalis/Nomada_basalis_female.jpeg,Nomada basalis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Nomada/Nomada basalis/Nomada_basalis_male.jpeg,Nomada basalis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Nomada/Nomada basalis/Nomada_basalis_male_and_Eucera_collaris_female.jpeg,Nomada basalis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Nomada/Nomada fabriciana/Nomada_fabriciana.jpeg,Nomada fabriciana
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Nomada/Nomada gribodoi/Nomada_gribodoi_male.jpeg,Nomada gribodoi
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Nomada/Nomada lathburiana/Nomada_lathburiana_female.jpeg,Nomada lathburiana
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Nomada/Nomada lathburiana/Andrena_praecox_female.jpeg,Nomada lathburiana
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Nomada/Nomada ruficornis/Nomada_ruficornis_female.jpeg,Nomada ruficornis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Nomada/Nomada duplex/Nomada_duplex_male.jpeg,Nomada duplex
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Nomada/Nomada flavopicta/Nomada_flavopicta_male.jpeg,Nomada flavopicta
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Nomada/Nomada armata/Nomada_armata_male.jpeg,Nomada armata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Allopsithyrus/Bombus (Allopsythirus) barbutellus/Bombus_barbutellus_male.jpeg,Bombus barbutellus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Alpigenobombus/Bombus (alpigenobombus) wurfleini/Bombus_wurfleini_male.jpeg,Bombus wurfleini
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Alpigenobombus/Bombus (alpigenobombus) wurfleini/Bombus_wurfleinii_male.jpeg,Bombus wurfleini
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Alpigenobombus/Bombus (alpigenobombus) wurfleini/Bombus_wurfleinei_worker.jpeg,Bombus wurfleini
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Alpigenobombus/Bombus (alpigenobombus) wurfleini/Bombus_wurfleinei_male.jpeg,Bombus wurfleini
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Metapsithyrus/Bombus (Metapsythirus) campestris/Bombus_campestris_male.jpeg,Bombus campestris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Metapsithyrus/Bombus (Metapsythirus) campestris/Bombus_Psythirus_campestris_mâle_-_Hymenoptera_Apidae.jpeg,Bombus campestris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Metapsithyrus/Bombus (Metapsythirus) campestris/Bombus_campestris_male_-_Cuckoo_species.jpeg,Bombus campestris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Megabombus/Bombus (Megabombus) ruderatus/Bombus_ruderatus_female.jpeg,Bombus ruderatus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Megabombus/Bombus (Megabombus) hortorum/Bombus_hortorum_female.jpeg,Bombus hortorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Megabombus/Bombus (Megabombus) hortorum/Bombus_hortorum_worker.jpeg,Bombus hortorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Megabombus/Bombus (Megabombus) hortorum/Bombus_hortorum_male.jpeg,Bombus hortorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Megabombus/Bombus (Megabombus) gerstaeckeri/Bombus_gerstaeckeri_female.jpeg,Bombus gerstaeckeri
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Kallobombus/Bombus (Kallobombus) soroeensis/Venom_vs_venom_-_Bombus_soroeensis_worker.jpeg,Bombus soroeensis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Kallobombus/Bombus (Kallobombus) soroeensis/Bombus_soroeensis_soroeensis_worker.jpeg,Bombus soroeensis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Kallobombus/Bombus (Kallobombus) soroeensis/Bombus_soroeensis_worker.jpeg,Bombus soroeensis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Kallobombus/Bombus (Kallobombus) soroeensis/Bombus_sorooensis_proteus_male.jpeg,Bombus soroeensis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Kallobombus/Bombus (Kallobombus) soroeensis/Bombus_soroeensis_proteus_male.jpeg,Bombus soroeensis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Kallobombus/Bombus (Kallobombus) soroeensis/Bombus_soroeensis_male.jpeg,Bombus soroeensis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Kallobombus/Bombus (Kallobombus) soroeensis/Bombus_soroeensis_soroeensis_male.jpeg,Bombus soroeensis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Fernaldaepsithyrus/Bombus (Fernaldaepsithyrus) quadricolor/Bombus_quadricolor_male.jpeg,Bombus quadricolor
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Fernaldaepsithyrus/Bombus (Fernaldaepsithyrus) sylvestris/Bombus_sylvestris_male.jpeg,Bombus sylvestris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Fernaldaepsithyrus/Bombus (Fernaldaepsithyrus) sylvestris/Bombus_sylvestris_male_-_fresh_specimen_-_Cuckoo_species_of_Bombus_pratorum.jpeg,Bombus sylvestris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Fernaldaepsithyrus/Bombus (Fernaldaepsithyrus) sylvestris/Bombus_sylvestris_female.jpeg,Bombus sylvestris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Bombus/Bombus (Bombus) magnus/Bombus_magnus_worker.jpeg,Bombus magnus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Bombus/Bombus (Bombus) magnus/Bmagnus_f1Dge.jpeg,Bombus magnus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Bombus/Bombus (Bombus) magnus/Bombus_magnus_male.jpeg,Bombus magnus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Bombus/Bombus (Bombus) magnus/Bombus_Bombus_magnus_worker_W.jpeg,Bombus magnus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Bombus/Bombus (Bombus) magnus/DSC_2251.jpeg,Bombus magnus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Bombus/Bombus (Bombus) xanthopus/Bombus_terrestris_xanthopus_worker.jpeg,Bombus xanthopus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Bombus/Bombus (Bombus) xanthopus/Bombus_terrestris_xanthopus_w.jpeg,Bombus xanthopus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Bombus/Bombus cryptarum/Bombus_cryptarum_worker.jpeg,Bombus cryptarum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Bombus/Bombus (Bombus) renardi/Bombus_lucorum_renardi_female.jpeg,Bombus renardi
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Bombus/Bombus (Bombus) terrestris/Bombus_terrestris_lusitanicus_-_worker_1.jpeg,Bombus terrestris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Bombus/Bombus (Bombus) terrestris/Bombus_terrestris_lusitanicus_male.jpeg,Bombus terrestris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Bombus/Bombus (Bombus) terrestris/Bombus_terrestris_lusitanicus_-_worker_2.jpeg,Bombus terrestris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Bombus/Bombus (Bombus) terrestris/Bombus_terrestris_female.jpeg,Bombus terrestris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Bombus/Bombus (Bombus) terrestris/Bombus_terrestris_male.jpeg,Bombus terrestris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Bombus/Bombus (Bombus) terrestris/Bombus_terrestris_lusitanicus_worker.jpeg,Bombus terrestris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Bombus/Bombus (Bombus) terrestris/Bombus_terrestris_terrestris_male.jpeg,Bombus terrestris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Bombus/Bombus (Bombus) terrestris/Bombus_terrestris_terrestris_femelle.jpeg,Bombus terrestris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Bombus/Bombus (Bombus) terrestris/Bombus_terrestris_lusitanicus_female.jpeg,Bombus terrestris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Bombus/Bombus (Bombus) lucorum/Bombus_lucorum_female.jpeg,Bombus lucorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Bombus/Bombus (Bombus) lucorum/Bombus_lucorum_worker.jpeg,Bombus lucorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Bombus/Bombus (Bombus) lucorum/Bombus_lucorum.jpeg,Bombus lucorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Bombus/Bombus (Bombus) lucorum/Bombus_lucorum_male.jpeg,Bombus lucorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Confusobombus/Bombus (Confusobombus) confusus/Bombus_confusus_worker.jpeg,Bombus confusus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Rhodobombus/Bombus (Rhodobombus) mesomelas/Bombus_mesomelas_nest_-_2000_meters.jpeg,Bombus mesomelas
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Rhodobombus/Bombus (Rhodobombus) mesomelas/Bombus_mesomelas_worker.jpeg,Bombus mesomelas
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Rhodobombus/Bombus (Rhodobombus) mesomelas/Bombus_mesomelas_male.jpeg,Bombus mesomelas
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Rhodobombus/Bombus (Rhodobombus) pomorum/Bombus_pomorum_male.jpeg,Bombus pomorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Rhodobombus/Bombus (Rhodobombus) pomorum/Bombus_pomorum_worker.jpeg,Bombus pomorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Rhodobombus/Bombus (Rhodobombus) pomorum/Bombus_pomorum_female.jpeg,Bombus pomorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Ashtonipsithyrus/Bombus (Ashtonipsithyrus) vestalis/Bombus_vestalis_female.jpeg,Bombus vestalis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Ashtonipsithyrus/Bombus (Ashtonipsithyrus) vestalis/Bombus_vestalis_male.jpeg,Bombus vestalis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Ashtonipsithyrus/Bombus (Ashtonipsithyrus) vestalis/Bombus_Psithyrus_vestalis_male.jpeg,Bombus vestalis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Mucidobombus/Bombus (Mucidobombus) mucidus/Bombus_mucidus_worker.jpeg,Bombus mucidus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Mucidobombus/Bombus (Mucidobombus) mucidus/Bombus_mucidus_male.jpeg,Bombus mucidus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Subterraneobombus/Bombus (Subterraneobombus) subterraneus/Bombus_subterraneobombus_subterraneus_male_morphe_sombre.jpeg,Bombus subterraneus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Subterraneobombus/Bombus (Subterraneobombus) subterraneus/Two_Bombus_subterraneus_workers.jpeg,Bombus subterraneus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Subterraneobombus/Bombus (Subterraneobombus) subterraneus/Bombus_subterraneus_worker.jpeg,Bombus subterraneus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Subterraneobombus/Bombus (Subterraneobombus) subterraneus/Bombus_subterraneus_male_and_Bombus_rupestris_male.jpeg,Bombus subterraneus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Subterraneobombus/Bombus (Subterraneobombus) subterraneus/Bombus_subterraneus_male.jpeg,Bombus subterraneus
