Paths,Real labels
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena fulva/OMD50274_1200.jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena fulva/20200403-DSC03747 kleinD (1).jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena fulva/Hymenoptere Andrena fulva a verifier.jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena fulva/abeille110325_12.jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena fulva/img_1222truc3roc.jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena fulva/bombus_avril_10 (1).jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena fulva/Andrena fulva Andrenidae MI 1 (1).jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena fulva/P1200398 (1).jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena fulva/P3266274-Andrena fulva - copie.jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena fulva/_AAA2208.jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena fulva/Andrenidae_leucandrenaavoir1_D901_20150417_bd_bois.jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena fulva/insecte2 (1).jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena fulva/20200321-DSC02666 kleinD.jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena fulva/insecte1.jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena fulva/P1110621r1k.jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena fulva/insecte2.jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena fulva/img_2669_modifie.jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena fulva/dsc_0059.jpg (1).jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena fulva/_AAA2207.jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena fulva/20d13097b (1).jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena fulva/p1070567.jpg (1).jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena fulva/andrena_male_11m (1).jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena fulva/p1410622.jpg.jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena fulva/andrena_fulva_f_.jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena fulva/p1210166_andrena (1).jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena fulva/P3266275-Andrena fulva - copie (1).jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena fulva/P1110617r1k.jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena fulva/photo_0131.jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena fulva/hymenoptera_img_v (1).jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/Hymenoptere Andrena humilis ou proche 7.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/2012 2.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/_WDD6726.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/IMGP4647.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/1503-11mm.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/Andrena - Bourgneuf 20 02 21 1.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/IMG_6053.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/img_1176_2.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/img_8275.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/2020-03-01 Rue Albert Einstein 1 Hymenoptera 12 mm Andrenidae Andrena humilis ou cinerea femelle 7.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/2020-01-21 Colline St Joseph Hymenoptera 11 a 12 mm Andrenidae Andrena 4.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/Andrena sp maleAndrenidae4.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/171735093_1094305277717070_5528994338780411810_n.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/098.jpg.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/2021-03-29 NDdlG Hymenoptera 15 mm 13.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/2021-04-05 NDdlG Hymenoptera Andrenidae Andrena agilissimaAfrensis-asperrima 5.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/Andrena Jouy 09 06 2019.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/2021-04-13 NDdlG Hymenoptera F 13 a 14 mm Andrenidae Andrena agilissima couple 16.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/_WDD6720.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/P3281498-Andrena-femelle - copie.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/P1720609.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/P4011571-hymeno-Andrena flavipes-male - copie.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/Andrena F poss 1.25 Illkirch 20 06 2020 IMG_7196.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/img_7960_redim.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/Andrena bourgade 1.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/La bernarderie - 1 cm 08 03 18 38.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/andrena grande labialis decipiens.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/andrene2_11mm_18.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/andrene.jpg.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/_WDD6723.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/Andrena inc 2.5 Illkirch 31 03 2018 IMG_3424.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/DSC_1570.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/IMG_4096.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/Andrena bourgade 4.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/Hymenoptere Andrena humilis ou proche 1.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/andrenasp-13.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/andrene_7mm_03_0.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/IMGP6358-1.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/_D505703.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/2021-03-29 NDdlG Hymenoptera 15 mm 4.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/abeille1.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/_WDD6730.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/img_5735.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/IMG_8708.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/1(1).jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/andrena_2_tergites_sternite_web.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/2021-04-05 NDdlG 33.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/IMGP4667.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/Andrene2 2502.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/colletes.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/IMGP8297.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/A niti 2.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/P4150542-Andrena-male-stylopise - copie.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/171481409_1094305317717066_626876986576541286_n.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/IMG_40206 2.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/2020-02-11 Rue Albert Einstein Hymenoptera 10 mm Andrenidae 4.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/144013590_1051079572039641_3262023494415617691_o.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/p1090284.jpg.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/DSC02915 klein.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/p1130817bb.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/dsc03508.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/Andrena F poss 1.7 Illkirch 20 06 2020 IMG_7134.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/p3272762_andrena.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/P4011559-hymeno-Andrena flavipes-male - copie.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/2020-01-21 Colline St Joseph Hymenoptera 11 a 12 mm Andrenidae Andrena 2.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/2020-01-25 Mt Rose Hymenoptera 68.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/2020-01-21 Colline St Joseph Hymenoptera 11 a 12 mm Andrenidae Andrena 7.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/2021-04-05 NDdlG Hymenoptera Andrenidae Andrena agilissimaAfrensis-asperrima 3.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/dsc_0007.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/DSC02958 klein.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/18052020-P1175231.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/2021-04-13 NDdlG Hymenoptera F 13 a 14 mm Andrenidae Andrena agilissima couple 12.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/2021-03-29 NDdlG Hymenoptera 15 mm 8.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/23022020-P1169825.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/IMG_2991.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/andrena_male.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/P5032973-hymeno-Andrenamale - copie.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/Andrena F poss 1.12 Illkirch 20 06 2020 IMG_7154.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/Andrena inc 4.7 Illkirch 31 03 2018 IMG_3646.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/_WDD6729.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/dsc00481.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/Andrena MF.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/andrena-sp2.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/Andrena F poss 1.2 Illkirch 20 06 2020 IMG_7163.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/hym_rec.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/2021-04-20 NDdlG Hymenoptera 21.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/2021-01-09-18_detail800.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/andrena_sp001.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/2021-04-15 NDdlG Hymenoptera 10 mm. Andrenidae Andrena fulva M sur Pelargonium graveolens 4.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/P1020738.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/R_Les Telots_16mai2018_-6700.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/montagewk.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/Crop4.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/2020-01-28 Mt Rose Hymenoptera 23.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/IMGP2851.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/img_8277.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/P1020393.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/IMGP2857.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/p8112176_hymeno_.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/2020-01-25 Mt Rose Hymenoptera 54.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/montagews.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/Andrene_Lasio_pallens_Bouchauds_27Fev2021.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/_WDD6710.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/clipeo labbro.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/hym1.jpg.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/IMG_7924.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/dsc00438.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/Sosoye 04-2017 160.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/andrena_cinerari.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/P5032965-hymeno-Andrena-male - copie.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/2018-05-10-09-06-16-BRadi.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/p1090285.jpg.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/Andrena bourgade 2.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/02022020-P1168267.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/2021-04-13 NDdlG Hymenoptera F 13 a 14 mm Andrenidae Andrena agilissima couple 35.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/hym_id_p061810_0.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/Andrene 3.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/2021-03-29 NDdlG Hymenoptera 15 mm 3.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/Andrene 7mm 2502.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/andrena_tete_mandibule_web.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/Hymenoptere Andrena humilis ou proche 3.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/Hymenoptere Andrena sp 1.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/Andrena F poss 1.1 Illkirch 20 06 2020 IMG_7163.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/Hymenoptere Andrene a identifier 1.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/2020-01-28 Mt Rose Hymenoptera 22 R1.jpeg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/img_1181.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/Andrena inc 2.6 Illkirch 31 03 2018 IMG_3424.jpg,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Andrenidae/Andrena/Andrena/2021-04-15 NDdlG Hymenoptera 10 mm. Andrenidae Andrena fulva M sur Pelargonium graveolens 5.jpeg,Andrena
